ref_line	ref_widx	storr	benloew	boeckh	bothe	brown	colonna	dain	dawe	griffith	hermann	jebb	lj	pearson	reinhardt
1015	5591	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς	τῆς
1015	5592	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς	σῆς
1015	5593	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ
1015	5594	φρενὸς	φρενὸς	φρενὸς	φρενὸς	φρενὸς	φρενὸς	φρενὸς	φρενὸς	φρενὸς	φρενὸς	φρενὸς	φρενὸς	φρενὸς	φρενὸς
1015	5595	νοσεῖ	νοσεῖ	νοσεῖ	νοσεῖ	νοσεῖ	νοσεῖ	νοσεῖ	νοσεῖ	νοσεῖ	νοσεῖ	νοσεῖ	νοσεῖ	νοσεῖ	νοσεῖ
1015	5596	πόλις.	πόλις.	πόλις.	πόλις·	πόλις·	πόλις·	πόλις·	πόλις.	πόλις.	πόλις.	πόλις.	πόλις.	πόλις.	πόλις.
1016	5597	βωμοὶ	βωμοὶ	βωμοὶ	βωμοὶ	βωμοὶ	βωμοὶ	βωμοὶ	βωμοὶ	βωμοὶ	βωμοὶ	βωμοὶ	βωμοὶ	βωμοὶ	βωμοὶ
1016	5598	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ
1016	5599	ἡμῖν	ἡμῖν	ἧμιν	ἡμῖν,	ἡμῖν	ἡμῖν	ἡμῖν	ἡμῖν	ἡμῖν	ἦμιν	ἡμῖν	ἡμῖν	ἡμῖν	ἡμῖν
1016	5600	ἐσχάραι	ἐσχάραι	ἐσχάραι	ἐσχάραι	ἐσχάραι	ἐσχάραι	ἐσχάραι	ἐσχάραι	ἐσχάραι	ἐσχάραι	ἐσχάραι	ἐσχάραι	ἐσχάραι	ἐσχάραι
1016	5601	τε	τε	τε	τε	τε	τε	τε	τε	τε	τε	τε	τε	τε	τε
1016	5602	παντελεῖς	παντελεῖς,	παντελεῖς	παντελεῖς,	παντελεῖς	παντελεῖς	παντελεῖς	παντελεῖς	παντελεῖς	παντελεῖς	παντελεῖς	παντελεῖς	παντελεῖς	παντελεῖς
1017	5603	πλήρεις	πλήρεις	πλήρεις	πλήρεις	πλήρεις	πλήρεις	πλήρεις	πλήρεις	πληρεῖς	πλήρεις	πλήρεις	πλήρεις	πλήρεις	πλήρεις
1017	5604	ὑπʼ	ὑπ᾽	ὑπ'	ὑπ᾽	ὑπ᾽	ὑπ᾽	ὑπ’	ὑπ᾽	ὑπ᾽	ὑπ᾽	ὑπ᾽	ὑπ᾿	ὑπ᾽	ὑπ᾽
1017	5605	οἰωνῶν	οἰωνῶν	οἰωνῶν	οἰωνῶν	οἰωνῶν	οἰωνῶν	οἰωνῶν	οἰωνῶν	οἰωνῶν	οἰωνῶν	οἰωνῶν	οἰωνῶν	οἰωνῶν	οἰωνῶν
1017	5606	τε	τε	τε	τε	τε	τε	τε	τε	τε	τε	τε	τε	τε	τε
1017	5607	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
1017	5608	κυνῶν	κυνῶν	κυνῶν	κυνῶν	κυνῶν	κυνῶν	κυνῶν	κυνῶν	κυνῶν	κυνῶν	κυνῶν	κυνῶν	κυνῶν	κυνῶν
1017	5609	βορᾶς	βορᾶς	βορᾶς	βορᾶς	βορᾶς	βορᾶς	βορᾶς	βορᾶς	βορᾶς	βορᾶς	βορᾶς	βορᾶς	βορᾶς	βορᾶς
1018	5610	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ
1018	5611	δυσμόρου	δυσμόρου	δυσμόρου	δυσμόρου	δυσμόρου	δυσμόρου	δυσμόρου	δυσμόρου	δυσμόρου	δυσμόρου	δυσμόρου	δυσμόρου	δυσμόρου	δυσμόρου
1018	5612	πεπτῶτος	πεπτῶτος	πεπτῶτος	πεπτῶτος	πεπτῶτος	πεπτῶτος	πεπτῶτος	πεπτῶτος	πεπτῶτος	πεπτῶτος	πεπτῶτος	πεπτῶτος	πεπτῶτος	πεπτῶτος
1018	5613	Οἰδίπου	Οἰδίπου	Οἰδίπου	Οἰδίπου	Οἰδίπου	Οἰδίπου	Οἰδίπου	Οἰδίπου	Οἰδίπου	Οἰδίπου	Οἰδίπου	Οἰδίπου	Οἰδίπου	Οἰδίπου
1018	5614	γόνου.	γόνου.	γόνου·	γόνου·	γόνου.	γόνου.	γόνου.	γόνου.	γόνου.	γόνου.	γόνου.	γόνου.	γόνου.	γόνου.
1019	5615	κᾆτʼ	κᾆτ᾽	κᾆτ᾽	κᾆτ'	κἆιτ᾽	κᾆτ᾽	κᾆτ’	κἆιτ᾽	κἆιτ᾽	κᾆτ᾽	κᾆτ᾽	κὀτ᾿	κᾆτ᾽	κἆιτ᾽
1019	5616	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ
1019	5617	δέχονται	δέχονται	δέχονται	δέχονται	δέχονται	δέχονται	δέχονται	δέχονται	δέχονται	δέχονται	δέχονται	δέχονται	δέχονται	δέχονται
1019	5618	θυστάδας	θυστάδας	θυστάδας	θυστάδας	θυστάδας	θυστάδας	θυστάδας	θυστάδας	θυστάδας	θυστάδας	θυστάδας	θυστάδας	θυστάδας	θυστάδας
1019	5619	λιτὰς	λιτὰς	λιτὰς	λιτὰς	λιτὰς	λιτὰς	λιτὰς	λιτὰς	λιτὰς	λιτὰς	λιτὰς	λιτὰς	λιτὰς	λιτὰς
1019	5620	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι
1020	5621	θεοὶ	θεοὶ	θεοὶ	θεοὶ	θεοὶ	θεοὶ	θεοὶ	θεοὶ	θεοὶ	θεοὶ	θεοὶ	θεοὶ	θεοὶ	θεοὶ
1020	5622	παρʼ	παρ᾽	παρ’	παρ᾽	παρ᾽	παρ᾽	παρ’	παρ᾽	παρ᾽	παρ᾽	παρ᾽	παρ᾿	παρ᾽	παρ᾽
1020	5623	ἡμῶν	ἡμῶν,	ἡμῶν,	ἡμῶν,	ἡμῶν	ἡμῶν	ἡμῶν	ἡμῶν	ἡμῶν	ἡμῶν,	ἡμῶν	ἡμῶν	ἡμῶν	ἡμῶν
1020	5624	οὐδὲ	οὐδὲ	οὐδὲ	οὐδὲ	οὐδὲ	οὐδὲ	οὐδὲ	οὐδὲ	οὐδὲ	οὐδὲ	οὐδὲ	οὐδὲ	οὐδὲ	οὐδὲ
1020	5625	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων	μηρίων
1020	5626	φλόγα,	φλόγα,	φλόγα,	φλόγα,	φλόγα,	φλόγα,	φλόγα,	φλόγα,	φλόγα,	φλόγα,	φλόγα,	φλόγα,	φλόγα,	φλόγα,
1021	5627	οὐδʼ	οὐδ᾽	οὐδ᾽	οὐδ᾽	οὐδ᾽	οὐδ᾽	οὐδ’	οὐδ᾽	οὐδ᾽	οὐδ᾽	οὐδ᾽	οὐδ᾿	οὐδ᾽	οὐδ᾽
1021	5628	ὄρνις	ὄρνις	ὄρνις	ὄρνις	ὄρνις	ὄρνις	ὄρνις	ὄρνις	ὄρνις	ὄρνις	ὄρνις	ὄρνις	ὄρνις	ὄρνις
1021	5629	εὐσήμους	εὐσήμους	εὐσήμους	εὐσήμους	εὐσήμους	εὐσήμους	εὐσήμους	εὐσήμους	εὐσήμους	εὐσήμους	εὐσήμους	εὐσήμους	εὐσήμους	εὐσήμους
1021	5630	ἀπορροιβδεῖ	ἀποῤῥοιβδεῖ	ἀποῤῥοιβδεῖ	ἀποῤῥοιβδεῖ	ἀπορροιβδεῖ	ἀπορροιβδεῖ	ἀπορροιβδεῖ	ἀπορροιβδεῖ	ἀπορροιβδεῖ	ἀποῤῥοιβδεῖ	ἀπορροιβδεῖ	ἀπορροιβδεῖ	ἀπορροιβδεῖ	ἀπορροιβδεῖ
1021	5631	βοάς	βοὰς,	βοάς,	βοὰς,	βοάς,	βοάς,	βοάς,	βοάς	βοάς,	βοάς,	βοάς,	βοάς,	βοάς,	βοάς,
1022	5632	ἀνδροφθόρου	ἀνδροφθόρου	ἀνδροφθόρου	ἀνδροφθόρου	ἀνδροφθόρου	ἀνδροφθόρου	ἀνδροφθόρου	ἀνδροφθόρου	ἀνδροφθόρου	ἀνδροφθόρου	ἀνδροφθόρου	ἀνδροφθόρου	ἀνδροφθόρου	ἀνδροφθόρου
1022	5633	βεβρῶτες	βεβρῶτες	βεβρῶτες	βεβρῶτες	βεβρῶτες	βεβρῶτες	βεβρῶτες	βεβρῶτες	βεβρῶτες	βεβρῶτες	βεβρῶτες	βεβρῶτες	βεβρῶτες	βεβρῶτες
1022	5634	αἵματος	αἵματος	αἵματος	αἵματος	αἵματος	αἵματος	αἵματος	αἵματος	αἵματος	αἵματος	αἵματος	αἵματος	αἵματος	αἵματος
1022	5635	λίπος.	λίπος.	λίπος.	λίπος.	λίβος.	λίπος.	λίπος.	λίπος.	λίπος.	λίπος.	λίπος.	λίπος.	λίπος.	λίπος.
1023	5636	ταῦτʼ	ταῦτ᾽	ταῦτ᾽	ταῦτ᾽	ταῦτ᾽	ταῦτ᾽	ταῦτ’	ταῦτ᾽	ταῦτ᾽	ταῦτ᾽	ταῦτ᾽	ταῦτ᾿	ταῦτ᾽	ταῦτ᾽
1023	5637	οὖν,	οὖν,	οὖν,	οὖν,	οὖν,	οὖν,	οὖν,	οὖν,	οὖν,	οὖν,	οὖν,	οὖν,	οὖν,	οὖν,
1023	5638	τέκνον,	τέκνον,	τέκνον,	τέκνον,	τέκνον,	τέκνον,	τέκνον,	τέκνον,	τέκνον,	τέκνον,	τέκνον,	τέκνον,	τέκνον,	τέκνον,
1023	5639	φρόνησον.	φρόνησον·	φρόνησον.	φρόνησον!	φρόνησον·	φρόνησον.	φρόνησον.	φρόνησον·	φρόνησον.	φρόνησον.	φρόνησον.	φρόνησον.	φρόνησον.	φρόνησον.
1023	5640	ἀνθρώποισι	ἀνθρώποισι	ἀνθρώποισι	ἀνθρώποισι	ἀνθρώποισι	ἀνθρώποισι	ἀνθρώποισι	ἀνθρώποισι	ἀνθρώποισι	ἀνθρώποισι	ἀνθρώποισι	ἀνθρώποισι	ἀνθρώποισι	ἀνθρώποισι
1023	5641	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ
1024	5642	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς
1024	5643	πᾶσι	πᾶσι	πᾶσι	πᾶσι	πᾶσι	πᾶσι	πᾶσι	πᾶσι	πᾶσι	πᾶσι	πᾶσι	πᾶσι	πᾶσι	πᾶσι
1024	5644	κοινόν	κοινόν	κοινόν	κοινόν	κοινόν	κοινόν	κοινόν	κοινόν	κοινόν	κοινόν	κοινόν	κοινόν	κοινόν	κοινόν
1024	5645	ἐστι	ἐστι	ἐστι	ἐστι	ἐστι	ἐστι	ἐστι	ἐστι	ἐστι	ἐστι	ἐστι	ἐστι	ἐστι	ἐστι
1024	5646	τοὐξαμαρτάνειν·	τοὐξαμαρτάνειν·	τοὐξαμαρτάνειν·	τοὐξαμαρτάνειν·	τοὐξαμαρτάνειν·	τοὐξαμαρτάνειν·	τοὐξαμαρτάνειν·	τοὐξαμαρτάνειν·	τοὐξαμαρτάνειν·	τοὐξαμαρτάνειν.	τοὐξαμαρτάνειν·	τοὐξαμαρτάνειν·	τοὐξαμαρτάνειν·	τοὐξαμαρτάνειν·
1025	5647	ἐπεὶ	ἐπεὶ	ἐπεὶ	ἐπὴν	ἐπεὶ	ἐπεὶ	ἐπεὶ	ἐπεὶ	ἐπεὶ	ἐπεὶ	ἐπεὶ	ἐπεὶ	ἐπεὶ	ἐπεὶ
1025	5648	δʼ	δ᾽	δ᾽	δ᾽	δ᾽	δ᾽	δ’	δ᾽	δ᾽	δ᾽	δ᾽	δ᾿	δ᾽	δ᾽
1025	5649	ἁμάρτῃ,	ἁμάρτῃ,	ἁμάρτῃ,	ἁμάρτῃ,	ἁμάρτηι,	ἁμάρτῃ,	ἁμάρτῃ,	ἁμάρτηι,	ἁμάρτηι,	ἁμάρτῃ,	ἁμάρτῃ,	ἁμάρτῃ,	ἁμάρτῃ,	ἁμάρτηι,
1025	5650	κεῖνος	κεῖνος	κεῖνος	κεῖνος	κεῖνος	κεῖνος	κεῖνος	κεῖνος	κεῖνος	κεῖνος	κεῖνος	κεῖνος	κεῖνος	κεῖνος
1025	5651	οὐκέτʼ	οὐκ	οὐκ	οὐκ	οὐκέτ᾽	οὐκέτ᾽	οὐκέτ’	οὐκέτ᾽	οὐκέτ᾽	οὐκ	οὐκέτ᾽	οὐκέτ᾿	οὐκέτ᾽	οὐκέτ᾽
1025	5652	ἔστʼ	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ’	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ᾿	ἔστ᾽	ἔστ᾽
1025	5653	ἀνὴρ	ἀνὴρ	ἀνὴρ	ἀνὴρ	ἀνὴρ	ἀνὴρ	ἀνὴρ	ἀνὴρ	ἀνὴρ	ἀνὴρ	ἀνὴρ	ἀνὴρ	ἀνὴρ	ἀνὴρ
1026	5654	ἄβουλος	ἄβουλος	ἄβουλος	ἄβουλος	ἄβουλος	ἄβουλος	ἄβουλος	ἄβουλος	ἄβουλος	ἄβουλος.	ἄβουλος	ἄβουλος	ἄβουλος	ἄβουλος
1026	5655	οὐδʼ	οὐδ᾽	οὐδ᾽	οὐδ᾽	οὐδ᾽	οὐδ᾽	οὐδ’	οὐδ᾽	οὐδ᾽	οὐδ᾽	οὐδ᾽	οὐδ᾿	οὐδ᾽	οὐδ᾽
1026	5656	ἄνολβος,	ἄνολβος,	ἄνολβος,	ἄνολβος,	ἄνολβος	ἄνολβος,	ἄνολβος,	ἄνολβος,	ἄνολβος,	ἄνολβος,	ἄνολβος,	ἄνολβος,	ἄνολβος,	ἄνολβος,
1026	5657	ὅστις	ὅστις	ὅστις	ὅστις,	ὅστις	ὅστις	ὅστις	ὅστις	ὅστις	ὅστις	ὅστις	ὅστις	ὅστις	ὅστις
1026	5658	ἐς	ἐς	ἐς	ἐς	ἐς	ἐς	ἐς	ἐς	ἐς	ἐς	ἐς	ἐς	ἐς	ἐς
1026	5659	κακὸν	κακὸν	κακὸν	κακὸν	κακὸν	κακὸν	κακὸν	κακὸν	κακὸν	κακὸν	κακὸν	κακὸν	κακὸν	κακὸν
1027	5660	πεσὼν	πεσὼν	πεσὼν	πεσὼν,	πεσὼν	πεσὼν	πεσὼν	πεσὼν	πεσὼν	πεσὼν	πεσὼν	πεσὼν	πεσὼν	πεσὼν
1027	5661	ἀκῆται	ἀκεῖται,	ἀκεῖται,	ἀκεῖται,	ἀκεῖται	ἀκεῖται	ἀκῆται	ἀκῆται	ἀκεῖται	ἀκεῖται,	ἀκεῖται	ἀκεῖται	ἀκεῖται	ἀκῆται
1027	5662	μηδʼ	μηδ᾽	μηδ᾽	μηδ᾽	μηδ᾽	μηδ᾽	μηδ’	μηδ᾽	μηδ᾽	μηδ᾽	μηδ᾽	μηδ᾿	μηδ᾽	μηδ᾽
1027	5663	ἀκίνητος	ἀκίνητος	ἀκίνητος	ἀκίνητος	ἀκίνητος	ἀκίνητος	ἀκίνητος	ἀκίνητος	ἀκίνητος	ἀκίνητος,	ἀκίνητος	ἀκίνητος	ἀκίνητος	ἀκίνητος
1027	5664	πέλῃ.	πέλει.	πέλει.	πέλει.	πέλει.	πέλει·	πέλῃ·	πέληι.	πέλει.	πέλει.	πέλει.	πέλει.	πέλει.	πέληι.
1028	5665	αὐθαδία	αὐθαδία	αὐθαδία	αὐθαδία	αὐθαδία	αὐθαδία	αὐθαδία	αὐθαδία	αὐθαδία	αὐθαδία	αὐθαδία	αὐθαδία	αὐθαδία	αὐθαδία
1028	5666	τοι	τοι	τοι	τοι	τοι	τοι	τοι	τοι	τοι	τοι	τοι	τοι	τοι	τοι
1028	5667	σκαιότητʼ	σκαιότητ᾽	σκαιότητ᾽	σκαιότητ᾽	σκαιότητ᾽	σκαιότητ᾽	σκαιότητ’	σκαιότητ᾽	σκαιότητ᾽	σκαιότητ᾽	σκαιότητ᾽	σκαιότητ᾿	σκαιότητ᾽	σκαιότητ᾽
1028	5668	ὀφλισκάνει.	ὀφλισκάνει.	ὀφλισκάνει.	ὀφλισκάνει.	ὀφλισκάνει.	ὀφλισκάνει.	ὀφλισκάνει.	ὀφλισκάνει.	ὀφλισκάνει.	ὀφλισκάνει.	ὀφλισκάνει.	ὀφλισκάνει.	ὀφλισκάνει.	ὀφλισκάνει.
1029	5669	ἀλλʼ	ἀλλ᾽	ἀλλ᾽	ἀλλ᾽	ἀλλ᾽	ἀλλ’	ἀλλ’	ἀλλ᾽	ἀλλ᾽	ἀλλ᾽	ἀλλ᾽	ἀλλ᾿	ἀλλ᾽	ἀλλ᾽
1029	5670	εἶκε	εἶκε	εἶκε	εἶκε	εἶκε	εἶκε	εἶκε	εἶκε	εἶκε	εἶκε	εἶκε	εἶκε	εἶκε	εἶκε
1029	5671	τῷ	τῷ	τῷ	τῷ	τῶι	τῷ	τῷ	τῶι	τῶι	τῷ	τῷ	τῷ	τῷ	τῶι
1029	5672	θανόντι	θανόντι,	θανόντι,	θανόντι,	θανόντι,	θανόντι,	θανόντι,	θανόντι,	θανόντι,	θανόντι,	θανόντι,	θανόντι,	θανόντι,	θανόντι
1029	5673	μηδʼ	μηδ᾽	μηδ᾽	μηδ᾽	μηδ᾽	μηδ᾽	μηδ’	μηδ᾽	μηδ᾽	μηδ᾽	μηδ᾽	μηδ᾿	μηδ᾽	μηδ᾽
1029	5674	ὀλωλότα	ὀλωλότα	ὀλωλότα	ὀλωλότα	ὀλωλότα	ὀλωλότα	ὀλωλότα	ὀλωλότα	ὀλωλότα	ὀλωλότα	ὀλωλότα	ὀλωλότα	ὀλωλότα	ὀλωλότα
1030	5675	κέντει·	κέντει.	κέντει.	κέντει·	κέντει·	κέντει·	κέντει·	κέντει·	κέντει·	κέντει.	κέντει.	κέντει.	κέντει.	κέντει.
1030	5676	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς
1030	5677	ἀλκὴ	ἀλκὴ	ἀλκὴ	ἀλκὴ	ἀλκὴ	ἀλκὴ	ἀλκὴ	ἀλκὴ	ἀλκὴ	ἀλκὴ	ἀλκὴ	ἀλκὴ	ἀλκὴ	ἀλκὴ
1030	5678	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν
1030	5679	θανόντʼ	θανόντ᾽	θανόντ᾽	θανόντ᾽	θανόντ᾽	θανόντ᾽	θανόντ’	θανόντ᾽	θανόντ᾽	θανόντ᾽	θανόντ᾽	θανόντ᾿	θανόντ᾽	θανόντ᾽
1030	5680	ἐπικτανεῖν;	ἐπικτανεῖν;	ἐπικτανεῖν;	ἐπικτανεῖν;	ἐπικτανεῖν;	ἐπικτανεῖν	ἐπικτανεῖν;	ἐπικτανεῖν;	ἐπικτανεῖν;	ἐπικτανεῖν;	ἐπικτανεῖν;	ἐπικτανεῖν;	ἐπικτανεῖν;	ἐπικτανεῖν;
1031	5681	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ
1031	5682	σοι	σοι	σοι	σοι	τοι	σοι	σοι	τοι	σοι	σοι	σοι	σοι	σοι	σοι
1031	5683	φρονήσας	φρονήσας	φρονήσας	φρονήσας	φρονήσας	φρονήσας	φρονήσας	φρονήσας	φρονήσας	φρονήσας	φρονήσας	φρονήσας	φρονήσας	φρονήσας
1031	5684	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ
1031	5685	λέγω.	λέγω·	λέγω·	λέγω·	λέγω·	λέγω	λέγω·	λέγω·	λέγω·	λέγω·	λέγω·	λέγω·	λέγω·	λέγω·
1031	5686	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ
1031	5687	μανθάνειν	μανθάνειν	μανθάνειν	μανθάνειν	μανθάνειν	μανθάνειν	μανθάνειν	μανθάνειν	μανθάνειν	μανθάνειν	μανθάνειν	μανθάνειν	μανθάνειν	μανθάνειν
1031	5688	δʼ	δ᾽	δ᾽		δ᾽	δ᾽	δ’	δ᾽	δ᾽	δ᾽	δ᾽	δ᾿	δ'	δ᾽
1032	5689	ἥδιστον	ἥδιστον	ἥδιστον	ἥδιστον	ἥδιστον	ἥδιστον	ἥδιστον	ἥδιστον	ἥδιστον	ἥδιστον	ἥδιστον	ἥδιστον	ἥδιστον	ἥδιστον
1032	5690	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ	εὖ
1032	5691	λέγοντος,	λέγοντος,	λέγοντος,	λέγοντος,	λέγοντος	λέγοντος,	λέγοντος,	λέγοντος,	λέγοντος,	λέγοντος,	λέγοντος,	λέγοντος,	λέγοντος,	λέγοντος,
1032	5692	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ
1032	5693	κέρδος	κέρδος	κέρδος	κέρδος	κέρδος	κέρδος	κέρδος	κέρδος	κέρδος	κέρδος	κέρδος	κέρδος	κέρδος	κέρδος
1032	5694	λέγοι.	λέγοι·	λέγοι.	φέρει.	λέγοι.	λέγοι.	λέγοι.	λέγοι.	λέγοι.	λέγοι.	λέγοι.	λέγοι.	φέρει.	λέγοι.
1033	5695	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ
1033	5696	πρέσβυ,	πρέσβυ,	πρέσβυ,	πρέσβυ,	πρέσβυ,	πρέσβυ,	πρέσβυ,	πρέσβυ,	πρέσβυ,	πρέσβυ,	πρέσβυ,	πρέσβυ,	πρέσβυ,	πρέσβυ,
1033	5697	πάντες	πάντες,	πάντες	πάντες,	πάντες	πάντες	πάντες	πάντες	πάντες	πάντες,	πάντες	πάντες	πάντες	πάντες
1033	5698	ὥστε	ὥστε	ὥστε	ὥστε	ὥστε	ὥστε	ὥστε	ὥστε	ὥστε	ὥστε	ὥστε	ὥστε	ὥστε	ὥστε
1033	5699	τοξόται	τοξόται	τοξόται	τοξόται	τοξόται	τοξόται	τοξόται	τοξόται	τοξόται	τοξόται	τοξόται	τοξόται	τοξόται	τοξόται
1033	5700	σκοποῦ	σκοποῦ,	σκοποῦ	σκοποῦ,	σκοποῦ	σκοποῦ	σκοποῦ	σκοποῦ	σκοποῦ	σκοποῦ,	σκοποῦ	σκοποῦ	σκοποῦ	σκοποῦ
1034	5701	τοξεύετʼ	τοξεύετ᾽	τοξεύετ᾽	τοξεύετ᾽	τοξεύετ᾽	τοξεύετ᾽	τοξεύετ’	τοξεύετ᾽	τοξεύετ᾽	τοξεύετ᾽	τοξεύετ᾽	τοξεύετ᾿	τοξεύετ᾽	τοξεύετ᾽
1034	5702	ἀνδρὸς	ἀνδρὸς	ἀνδρὸς	ἀνδρὸς	ἀνδρὸς	ἀνδρὸς	ἀνδρὸς	ἀνδρὸς	ἀνδρὸς	ἀνδρὸς	ἀνδρὸς	ἀνδρὸς	ἀνδρὸς	ἀνδρὸς
1034	5703	τοῦδε,	τοῦδε,	τοῦδε·	τοῦδε,	τοῦδε,	τοῦδε,	τοῦδε,	τοῦδε,	τοῦδε,	τοῦδε,	τοῦδε,	τοῦδε,	τοῦδε,	τοῦδε,
